taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
171127,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria turrita,"(L. Pfeiffer, 1850)",,,,LC,
171128,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MILACIDAE,Tandonia,Tandonia cavicola,"(Simroth, 1916)",,,,LC,
171129,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea etrusca,"(Paulucci, 1878)",,,,LC,
171130,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Montenegrina,Montenegrina helvola,"(Küster, 1853)",,,,LC,
171131,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites santoriniensis,"Riedel &amp; Norris, 1987",,,,EX,
171132,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Paraegopis,Paraegopis albanicus,"(Rossmässler, 1836)",,,,LC,
171133,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea sturanyi,"(A.J. Wagner, 1907)",,,,LC,
171134,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus blauneri,"(Shuttleworth, 1843)",,,,LC,Luisant de Figari
171136,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea schuetti,"L. Pintér, 1972",,,,LC,
171137,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Vestia,Vestia gulo,"(E.A. Bielz, 1859)",,,,LC,
171138,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea pieperiana,"L. Pintér, 1977",,,,CR,
171139,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,DISCIDAE,Atlantica,Atlantica gomerensis,"(Rähle, 1994)",,,,CR,
171140,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea botterii,"(L. Pfeiffer, 1853)",,,,LC,
171141,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria sublamellosa,"(O. Boettger, 1883)",,,,VU,
171142,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Ferussacia,Ferussacia vitrea,"(Webb &amp; Berthelot, 1833)",,,,LC,
171143,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica slavica,"H. Nordsieck, 1974",,,,VU,
171144,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Delima,Delima pellucida,"(L. Pfeiffer, 1848)",,,,NT,
171145,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion iratii,"Garrido, Castillejo &amp; Iglesias, 1995",,,,VU,
171147,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea narbonensis,"(Clessin, 1877)",,,,LC,
171148,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Aegopis,Aegopis spelaeus,"A.J. Wagner, 1914",,,,NT,
171149,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea zilchi,"L. Pintér, 1972",,,,EN,
171150,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina orthostoma,"(Menke, 1828)",,,,LC,
171151,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Cecilioides,Cecilioides poupillieri,"(Servain, 1880)",,,,DD,
171152,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea mylonasi,"(Riedel, 1983)",,,,LC,
171153,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria krueperi,"(L. Pfeiffer, 1866)",,,,LC,
171154,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Charpentieria,Charpentieria tiberii,"(A. Schmidt, 1868)",,,,NT,
171156,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia glauca,"(E.A. Bielz, 1853)",,,,LC,
171158,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Gyralina,Gyralina tarabosensis,"(Riedel, 1970)",,,,VU,
171159,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica pirinensis,"S.H.F. Jaeckel, 1954",,,,LC,
171160,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GASTRODONTIDAE,Aegopinella,Aegopinella epipedostoma,"(Fagot, 1879)",,,,LC,
171161,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea polygyra,"(Pollonera, 1885)",,,,LC,
171162,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria hohorsti,"H. Nordsieck, 1984",,,,LC,
171163,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia meschendorferi,"(E.A. Bielz, 1858)",,,,VU,
171164,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Charpentieria,Charpentieria itala,"(G. von Martens, 1824)",,,,LC,
171165,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Graecophaedusa,Graecophaedusa sperrlei,"Rähle, 1982",,,,VU,
171166,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Strigillaria,Strigillaria vetusta,"(Rossmässler, 1836)",,,,LC,
171167,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,COCHLICOPIDAE,Hypnophila,Hypnophila cyclothyra,"(O. Boettger, 1885)",,,,LC,
171168,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Pyrgella,Pyrgella leacociana,"(R.T. Lowe, 1852)",,,,LC,
171169,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Agathylla,Agathylla goldi,"(Walderdorff, 1864)",,,,NT,
171170,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia straminicollis,"(Charpentier, 1852)",,,,VU,
171171,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus majori,"(Westerlund, 1886)",,,,LC,
171172,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites messenicus,"Zilch, 1965",,,,NT,
171173,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion fuscus,"(O.F. Müller, 1774)",,,,LC,
171176,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea schneideri,"A. Riedel &amp; P.L. Reischütz, 1988",,,,NT,
171177,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina costata,"(C. Pfeiffer, 1828)",,,,LC,
171178,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea pageti,"L. Pintér, 1978",,,,LC,
171179,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,Leiostyla loweana,"(Wollaston, 1878)",,,,LC,
171180,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina marisi,"(A. Schmidt, 1868)",,,,LC,
171181,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Delima,Delima helenae,"(Küster, 1876)",,,,NT,
171182,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria amalthea,"(Westerlund, 1878)",,,,LC,
171183,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus mortilleti,"(L. Pfeiffer, 1859)",,,,LC,
171185,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LIMACIDAE,Limax,Limax granosus,"Bérenguier, 1900",,,,DD,
171186,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macrogastra,Macrogastra attenuata,"(Rossmässler, 1835)",,,,LC,
171187,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Carpathica,Carpathica stussineri,"(A.J. Wagner, 1895)",,,,LC,
171188,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus superfluus,"(L. Pfeiffer, 1849)",,,,LC,
171189,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Clausilia,Clausilia whateliana,"Charpentier, 1850",,,,LC,
171190,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Hohenwartiana,Hohenwartiana hohenwarti,"(Rossmässler, 1839)",,,,LC,
171191,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus courquini,"(Bourguignat, 1870)",,,,LC,
171193,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria haessleini,"Fauer, 1978",,,,VU,
171195,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea matsakisi,"Riedel &amp; Mylonas, 1980",,,,LC,
171196,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria rebeli,"A.J. Wagner, 1924",,,,VU,
171197,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria moreletiana,"(O. Boettger, 1878)",,,,NT,
171199,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion paularensis,"Wiktor &amp; Parejo, 1989",,,,DD,
171200,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina liburnica,"(A.J. Wagner, 1919)",,,,LC,
171201,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GASTRODONTIDAE,Aegopinella,Aegopinella ressmanni,"(Westerlund, 1883)",,,,LC,
171202,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Laciniaria,Laciniaria macilenta,"(Rossmässler, 1842)",,,,LC,
171203,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Amphorella,Amphorella tuberculata,"(R.T. Lowe, 1852)",,,,EN,
171206,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Herilla,Herilla bosniensis,"(L. Pfeiffer, 1868)",,,,LC,
171208,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria senilis,"(Rossmässler, 1836)",,,,LC,
171209,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion urbiae,"de Winter, 1986",,,,LC,
171210,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Medora,Medora proxima,"(Walderdorff, 1864)",,,,LC,
171211,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites embolium,"Fuchs &amp; Käufel, 1936",,,,EN,
171212,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria brevicollis,"(L. Pfeiffer, 1850)",,,,LC,
171213,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Delima,Delima hiltrudis,"H. Nordsieck, 1969",,,,NT,
171214,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica zilchi,"Urbański, 1972",,,,VU,
171215,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,Carinigera thessalonica,"(H. Nordsieck, 1972)",,,,LC,
171216,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica guicciardii,"(Roth, 1856)",,,,EN,
171217,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria contaminata,"(Rossmässler, 1835)",,,,LC,
171218,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion baeticus,"Garrido, Castillejo &amp; Iglesias, 1994",,,,NT,
171219,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Charpentieria,Charpentieria ornata,"(Rossmässler, 1836)",,,,LC,
171220,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,Carinigera chelidromia,"(O. Boettger, 1889)",,,,LC,
171221,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Lindbergia,Lindbergia pageti,"A. Riedel, 1968",,,,VU,
171222,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea inopinata,"(Uličný, 1887)",,,,LC,
171223,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,Carinigera calabacensis,"(Westerlund, 1892)",,,,VU,
171224,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia nefasta,"(M. von Kimakowicz, 1894)",,,,LC,
171225,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus cellarius,"(O.F. Müller, 1774)",,,,LC,
171226,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LIMACIDAE,Limax,Limax veronensis,"Lessona &amp; Pollonera, 1882",,,,LC,
171229,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria subaii,"(H. Nordsieck, 1984)",,,,VU,
171230,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion franciscoloi,"Boato, Bodon &amp; Giusti, 1983",,,,LC,
171231,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea juliae,"(Riedel, 1990)",,,,LC,
171232,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Medora,Medora italiana,"(Küster, 1847)",,,,LC,
171233,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GASTRODONTIDAE,Aegopinella,Aegopinella graziadei,"(Boeckel, 1940)",,,,LC,
171234,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MILACIDAE,Tandonia,Tandonia serbica,"(H. Wagner, 1931)",,,,LC,
171236,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Isabellaria,Isabellaria bathyclista,"(O. Boettger, 1879)",,,,LC,
171237,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica brabeneci,"H. Nordsieck, 1977",,,,VU,
171238,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,Leiostyla recta,"(Lowe, 1852)",,,,LC,
171239,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea ionica,"(Riedel &amp; Subai, 1978)",,,,LC,
171241,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria hians,"(O. Boettger, 1878)",,,,LC,
171242,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Mediterranea,Mediterranea pieperi,"(Riedel, 1973)",,,,LC,
171243,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Delima,Delima laevissima,"(Rossmässler, 1833)",,,,LC,
171244,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Clausilia,Clausilia cruciata,"(S. Studer, 1820)",,,,LC,
171245,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Gyralina,Gyralina gjirokastrana,"Riedel &amp; Welter-Schultes, 1996",,,,NT,
171246,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites nikariae,"Pfeffer, 1930",,,,VU,
171247,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria corrugata,"(Bruguière, 1792)",,,,LC,
171248,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,COCHLICOPIDAE,Hypnophila,Hypnophila polita,"(Porro, 1838)",,,,LC,
171249,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Clausilia,Clausilia rugosa,"(Draparnaud, 1801)",,,,LC,
171250,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria petrosa,"(L. Pfeiffer, 1849)",,,,LC,
171253,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Paraegopis,Paraegopis mauritii,"(Westerlund, 1886)",,,,LC,
171254,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea argolica,"Riedel, 1962",,,,LC,
171255,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PLEURODISCIDAE,Pleurodiscus,Pleurodiscus cyprius,"(Kobelt, 1896)",,,,NT,
171256,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion molinae,"Garrido, Castillejo &amp; Iglesias, 1995",,,,DD,
171258,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus alliarius,"(J.S. Miller, 1822)",,,,LC,Garlic Snail
171259,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Delima,Delima pachystoma,"(L. Pfeiffer, 1848)",,,,LC,
171260,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria greeni,"Tomlin, 1935",,,,LC,
171261,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GASTRODONTIDAE,Janulus,Janulus bifrons,"(R.T. Lowe, 1831)",,,,LC,
171262,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina meisneriana,"(Shuttleworth, 1843)",,,,LC,Fuseau corse
171263,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria gerolimena,"H. Nordsieck, 1974",,,,LC,
171264,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Protoherilla,Protoherilla mirabilis,"(H. Nordsieck, 1972)",,,,VU,
171265,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia bogatensis,"(E.A. Bielz, 1856)",,,,LC,
171266,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Cochlodina,Cochlodina triloba,"(O. Boettger, 1877)",,,,LC,
171267,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Balea,Balea kaeufeli,"(R.A. Brandt, 1962)",,,,LC,
171268,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macrogastra,Macrogastra rolphii,"(W. Turton, 1826)",,,,LC,
171269,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROBILOPSIDAE,Klemmia,Klemmia sinistrorsa,"E. Gittenberger, 1969",,,,NT,
171271,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus tropidophorus,"(Mabille, 1869)",,,,LC,Luisant de Haute-Corse
171273,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LIMACIDAE,Lehmannia,Lehmannia janetscheki,"Forcart, 1966",,,,DD,
171274,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Charpentieria,Charpentieria ernae,"(Fauer, 1978)",,,,DD,
171275,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Macedonica,Macedonica ypsilon,"H. Nordsieck, 1977",,,,LC,
171276,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus denatale,"(L. Pfeiffer, 1856)",,,,NT,
171277,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Ferussacia,Ferussacia submajor,"(Wollaston, 1878)",,,,NT,
171278,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Isabellaria,Isabellaria thermopylarum,"(L. Pfeiffer, 1850)",,,,LC,
171279,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus brincki,"Riedel, 1964",,,,LC,
171280,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites kobelti,"O. Boettger, 1898",,,,NT,
171281,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria mixta,"H. Nordsieck, 1984",,,,LC,
171282,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Strigillaria,Strigillaria fraudigera,"(Rossmässler, 1839)",,,,LC,
171283,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Retinella,Retinella hiulca,"(Albers, 1850)",,,,LC,
171284,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion silvaticus,"Lohmander, 1937",,,,LC,
171285,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus absoloni,"(A.J. Wagner, 1914)",,,,DD,
171286,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia pomatias,"(L. Pfeiffer, 1868)",,,,LC,
171287,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,COCHLICOPIDAE,Hypnophila,Hypnophila pupaeformis,"(Cantraine, 1835)",,,,LC,
171288,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARIONIDAE,Arion,Arion flagellus,"Collinge, 1893",,,,LC,
171289,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria fulvula,"Flach, 1988",,,,LC,
171290,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Sciocochlea,Sciocochlea nordsiecki,"Subai, 1993",,,,NT,
171291,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus obscuratus,"(Porro, 1841)",,,,NT,Luisant de Marmano
171292,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Agathylla,Agathylla biloba,"(A.J. Wagner, 1914)",,,,LC,
171293,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MILACIDAE,Tandonia,Tandonia rara,"Wiktor, 1996",,,,LC,
171294,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Montenegrina,Montenegrina dofleini,"(A.J. Wagner, 1928)",,,,LC,
171296,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria grisea,"(Deshayes, 1835)",,,,LC,
171297,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea demiobasensis,"L. Pintér, 1972",,,,LC,
171298,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Albinaria,Albinaria broemmei,"(O. Boettger, 1892)",,,,LC,
171299,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,Carinigera leucorhaphe,"(O. Boettger, 1878)",,,,NT,
171300,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Isabellaria,Isabellaria sericata,"(L. Pfeiffer, 1850)",,,,NT,
171301,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Montenegrina,Montenegrina cattaroensis,"(Rossmässler, 1835)",,,,LC,
171304,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites astakidae,"Riedel, 1985",,,,EN,
171305,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Paraegopis,Paraegopis bizonus,"A.J. Wagner, 1914",,,,LC,
